,문화예술,스포츠,관광,취미오락,휴식,사회기타,여가비용,평일여가시간,휴일여가시간,평일여가충분도,휴일여가충분도,공공여가시설충분도,민간여가산업만족도,일과여가의균형_B,일과여가의균형_C,여가인식:삶의필수요건,여가인식:삶의영향력,성별 ,교육수준,배우자유무,주평균근무시간,여가생활만족도
6033,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.11764705882352941,0.25,0.25,1.0,1.0,1.0,6,6,5.5,5.333333333333333,0,1,5,5,M,A,N,3.0,B
6034,0.09090909090909091,0.0,0.2727272727272727,0.058823529411764705,0.5,0.5,1.0,1.0,1.0,5,5,6.5,6.333333333333333,0,1,5,5,W,B,Y,0.0,B
6035,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.1764705882352941,0.375,0.125,1.0,1.0,1.0,6,6,6.5,5.666666666666667,0,1,5,5,W,B,N,2.0,B
6036,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.1764705882352941,0.25,0.125,2.0,1.0,1.0,5,5,5.0,5.666666666666667,0,1,5,6,M,B,N,2.0,B
6039,0.09090909090909091,0.0,0.2727272727272727,0.1764705882352941,0.375,0.125,1.0,1.0,2.0,6,6,5.5,6.333333333333333,0,1,5,5,W,B,N,2.0,B
6041,0.18181818181818182,0.058823529411764705,0.2727272727272727,0.058823529411764705,0.25,0.25,1.0,1.0,2.0,5,6,6.5,6.333333333333333,0,1,5,5,M,B,N,0.0,B
6044,0.18181818181818182,0.058823529411764705,0.36363636363636365,0.1764705882352941,0.75,0.25,2.0,1.0,2.0,5,6,4.0,4.333333333333333,1,0,6,6,W,B,Y,0.0,A
6051,0.09090909090909091,0.0,0.2727272727272727,0.29411764705882354,0.625,0.5,1.0,1.0,2.0,4,6,4.0,4.333333333333333,0,0,5,5,W,B,N,1.0,A
6055,0.09090909090909091,0.0,0.2727272727272727,0.47058823529411764,0.625,0.5,2.0,3.0,4.0,5,5,3.0,4.0,1,0,4,4,W,B,N,0.0,B
6059,0.09090909090909091,0.1764705882352941,0.18181818181818182,0.4117647058823529,0.75,0.5,4.0,2.0,3.0,4,4,4.0,4.0,0,0,4,4,M,A,N,1.0,B
6061,0.18181818181818182,0.0,0.09090909090909091,0.3529411764705882,0.625,0.375,1.0,1.0,3.0,5,5,3.5,4.0,0,1,5,5,W,B,N,1.0,B
6062,0.36363636363636365,0.0,0.18181818181818182,0.5294117647058824,0.5,0.5,4.0,2.0,3.0,4,4,4.5,4.666666666666667,1,0,5,5,W,B,N,1.0,B
6066,0.09090909090909091,0.1764705882352941,0.5454545454545454,0.4117647058823529,0.625,0.625,3.0,2.0,2.0,7,7,4.5,6.0,1,0,6,6,W,A,Y,0.0,B
6072,0.09090909090909091,0.29411764705882354,0.36363636363636365,0.5294117647058824,0.75,0.375,4.0,2.0,3.0,7,7,5.0,5.666666666666667,0,1,7,7,M,B,N,0.0,B
6074,0.09090909090909091,0.0,0.2727272727272727,0.4117647058823529,0.5,0.375,1.0,5.0,5.0,7,7,3.0,4.666666666666667,0,1,7,7,W,B,N,0.0,B
6075,0.09090909090909091,0.0,0.5454545454545454,0.23529411764705882,0.75,0.375,1.0,2.0,3.0,3,6,5.5,6.0,0,0,5,4,W,B,Y,1.0,B
6076,0.09090909090909091,0.0,0.09090909090909091,0.1764705882352941,0.625,0.5,2.0,3.0,3.0,6,6,4.0,6.0,0,1,6,6,W,B,Y,0.0,B
6087,0.18181818181818182,0.058823529411764705,0.36363636363636365,0.29411764705882354,0.625,0.5,1.0,2.0,3.0,3,3,2.0,5.0,0,0,6,7,W,B,Y,1.0,A
6088,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.23529411764705882,0.5,0.5,1.0,2.0,2.0,4,4,2.5,4.333333333333333,0,0,4,5,W,B,Y,1.0,A
6089,0.18181818181818182,0.1764705882352941,0.18181818181818182,0.29411764705882354,0.5,0.375,3.0,4.0,5.0,7,7,3.5,4.0,0,1,5,6,W,B,N,0.0,A
6094,0.18181818181818182,0.11764705882352941,0.2727272727272727,0.3529411764705882,0.5,0.5,2.0,1.0,2.0,2,1,5.5,5.333333333333333,0,0,6,6,W,B,N,0.0,B
6106,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.058823529411764705,0.5,0.25,2.0,1.0,1.0,4,4,3.0,4.0,0,0,5,5,M,B,Y,1.0,A
6109,0.09090909090909091,0.058823529411764705,0.0,0.058823529411764705,0.375,0.375,1.0,1.0,1.0,4,4,2.0,3.6666666666666665,0,0,5,6,W,A,N,0.0,A
6112,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.1764705882352941,0.625,0.25,2.0,1.0,2.0,4,4,2.0,4.0,1,0,5,5,M,B,N,1.0,A
6114,0.09090909090909091,0.23529411764705882,0.2727272727272727,0.1764705882352941,0.25,0.375,3.0,1.0,1.0,3,2,2.0,4.666666666666667,0,0,6,6,W,B,Y,1.0,A
6123,0.09090909090909091,0.1764705882352941,0.4545454545454546,0.4117647058823529,0.5,0.5,3.0,2.0,5.0,4,6,5.0,5.666666666666667,1,0,7,6,W,A,N,1.0,A
6126,0.09090909090909091,0.11764705882352941,0.5454545454545454,0.23529411764705882,0.5,0.5,3.0,2.0,3.0,4,4,3.5,5.666666666666667,1,0,5,6,W,B,Y,0.0,A
6127,0.09090909090909091,0.29411764705882354,0.09090909090909091,0.5882352941176471,0.75,0.625,2.0,1.0,1.0,5,5,5.0,5.0,1,0,4,4,M,B,N,0.0,A
6129,0.09090909090909091,0.3529411764705882,0.09090909090909091,0.47058823529411764,0.625,0.5,2.0,1.0,3.0,1,3,3.0,3.6666666666666665,0,0,6,6,M,B,N,2.0,A
6132,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.29411764705882354,0.875,0.5,2.0,1.0,2.0,4,5,3.5,5.0,0,0,5,6,W,A,Y,1.0,A
6137,0.09090909090909091,0.23529411764705882,0.09090909090909091,0.3529411764705882,0.5,0.625,3.0,1.0,3.0,4,5,4.0,5.0,0,0,6,7,M,B,N,1.0,B
6138,0.18181818181818182,0.23529411764705882,0.4545454545454546,0.29411764705882354,0.5,0.375,2.0,1.0,2.0,2,6,5.0,5.666666666666667,0,0,2,4,M,B,Y,1.0,B
6140,0.09090909090909091,0.0,0.7272727272727273,0.1764705882352941,0.875,0.5,1.0,1.0,5.0,2,6,4.5,4.333333333333333,0,0,6,6,W,A,Y,2.0,A
6141,0.18181818181818182,0.0,0.2727272727272727,0.3529411764705882,0.75,0.375,1.0,2.0,2.0,6,6,5.5,4.0,1,0,4,5,W,B,N,0.0,A
6144,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.3529411764705882,0.625,0.375,2.0,3.0,3.0,7,7,4.0,5.333333333333333,0,1,7,7,W,B,Y,0.0,B
6145,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.3529411764705882,0.625,0.5,4.0,1.0,4.0,5,7,4.5,4.333333333333333,0,1,7,7,M,A,N,1.0,B
6146,0.18181818181818182,0.0,0.18181818181818182,0.4117647058823529,0.625,0.5,3.0,1.0,4.0,4,6,4.0,5.333333333333333,1,0,7,7,W,A,N,1.0,B
6147,0.18181818181818182,0.1764705882352941,0.36363636363636365,0.4117647058823529,0.625,0.5,4.0,2.0,5.0,5,7,3.5,6.0,0,0,6,6,M,B,Y,3.0,A
6148,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.4117647058823529,0.625,0.375,1.0,1.0,3.0,4,5,4.5,5.333333333333333,0,0,7,7,M,B,N,0.0,B
6149,0.09090909090909091,0.058823529411764705,0.4545454545454546,0.29411764705882354,0.75,0.375,1.0,1.0,5.0,4,6,4.5,5.333333333333333,0,1,5,6,W,B,Y,1.0,A
6150,0.18181818181818182,0.058823529411764705,0.4545454545454546,0.1764705882352941,0.5,0.5,3.0,1.0,4.0,4,7,4.5,4.666666666666667,0,0,7,7,M,B,N,2.0,A
6153,0.09090909090909091,0.1764705882352941,0.09090909090909091,0.3529411764705882,0.75,0.375,3.0,2.0,5.0,5,5,5.0,6.0,0,0,6,6,M,B,N,0.0,B
6156,0.09090909090909091,0.11764705882352941,0.4545454545454546,0.3529411764705882,0.75,0.25,4.0,1.0,4.0,4,6,5.0,5.0,0,1,5,5,W,B,N,1.0,B
6160,0.09090909090909091,0.058823529411764705,0.0,0.47058823529411764,0.75,0.375,3.0,2.0,4.0,5,5,5.5,6.0,1,0,6,6,W,B,N,0.0,B
6161,0.2727272727272727,0.11764705882352941,0.18181818181818182,0.23529411764705882,0.75,0.375,4.0,1.0,1.0,2,4,5.0,6.0,0,0,6,6,W,B,Y,1.0,A
6163,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.47058823529411764,0.75,0.375,2.0,2.0,5.0,5,5,2.5,4.666666666666667,0,0,7,7,M,A,N,3.0,A
6164,0.09090909090909091,0.11764705882352941,0.6363636363636364,0.5294117647058824,0.75,0.5,2.0,1.0,3.0,3,6,4.5,5.333333333333333,0,0,6,6,W,B,Y,0.0,B
6166,0.18181818181818182,0.11764705882352941,0.2727272727272727,0.4117647058823529,0.75,0.625,3.0,1.0,2.0,6,6,4.5,5.333333333333333,0,0,6,6,M,B,N,3.0,A
6169,0.09090909090909091,0.0,0.6363636363636364,0.23529411764705882,0.75,0.5,4.0,1.0,2.0,4,5,5.0,6.0,0,0,6,5,W,B,Y,1.0,B
6176,0.09090909090909091,0.11764705882352941,0.4545454545454546,0.3529411764705882,0.75,0.625,2.0,2.0,5.0,3,5,4.0,4.0,0,1,6,5,M,B,N,1.0,A
6180,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.3529411764705882,0.625,0.625,1.0,2.0,5.0,4,5,4.0,4.0,0,1,5,4,M,B,N,1.0,B
6181,0.09090909090909091,0.0,0.2727272727272727,0.11764705882352941,0.25,0.375,1.0,1.0,1.0,5,6,6.0,5.333333333333333,1,0,4,5,W,B,Y,0.0,A
6184,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.23529411764705882,0.375,0.375,1.0,1.0,1.0,4,4,6.0,5.0,1,0,6,5,W,B,N,0.0,B
6186,0.09090909090909091,0.0,0.09090909090909091,0.1764705882352941,0.375,0.25,1.0,1.0,1.0,6,6,6.0,4.333333333333333,1,0,6,5,M,A,Y,3.0,B
6188,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.47058823529411764,0.375,0.375,2.0,1.0,2.0,2,4,4.0,4.666666666666667,0,0,6,6,M,B,N,2.0,A
6190,0.18181818181818182,0.058823529411764705,0.2727272727272727,0.23529411764705882,0.375,0.375,3.0,1.0,1.0,2,2,4.5,4.666666666666667,1,0,7,6,W,B,Y,0.0,B
6191,0.18181818181818182,0.058823529411764705,0.36363636363636365,0.1764705882352941,0.5,0.375,4.0,1.0,1.0,4,2,4.5,5.333333333333333,0,0,6,6,W,B,Y,0.0,A
6193,0.18181818181818182,0.058823529411764705,0.09090909090909091,0.29411764705882354,0.25,0.25,4.0,1.0,1.0,4,4,5.0,5.0,0,1,5,5,W,B,N,1.0,B
6197,0.09090909090909091,0.0,0.2727272727272727,0.058823529411764705,0.375,0.25,2.0,1.0,1.0,2,2,3.0,3.3333333333333335,1,0,4,4,W,A,N,2.0,A
6199,0.18181818181818182,0.058823529411764705,0.2727272727272727,0.29411764705882354,0.375,0.5,1.0,1.0,1.0,4,4,3.0,3.3333333333333335,0,0,5,6,W,B,N,1.0,A
6201,0.09090909090909091,0.0,0.0,0.23529411764705882,0.375,0.375,2.0,1.0,1.0,2,4,2.5,3.3333333333333335,0,0,7,7,M,B,Y,2.0,A
6204,0.09090909090909091,0.0,0.18181818181818182,0.23529411764705882,0.25,0.375,1.0,1.0,2.0,2,4,5.0,4.666666666666667,0,1,5,6,W,B,Y,0.0,A
6205,0.18181818181818182,0.0,0.18181818181818182,0.23529411764705882,0.5,0.25,1.0,1.0,2.0,2,3,4.0,3.3333333333333335,1,0,5,5,W,B,N,0.0,A
6208,0.09090909090909091,0.0,0.09090909090909091,0.23529411764705882,0.25,0.125,2.0,2.0,1.0,6,6,6.5,5.333333333333333,1,0,5,6,W,B,Y,1.0,A
6216,0.18181818181818182,0.11764705882352941,0.2727272727272727,0.11764705882352941,0.5,0.375,1.0,2.0,4.0,3,5,3.0,4.666666666666667,1,0,4,5,M,B,Y,2.0,B
6218,0.36363636363636365,0.0,0.5454545454545454,0.1764705882352941,0.5,0.5,3.0,1.0,3.0,2,6,4.0,5.333333333333333,1,0,6,6,W,B,Y,1.0,B
6219,0.2727272727272727,0.058823529411764705,0.4545454545454546,0.1764705882352941,0.5,0.375,2.0,2.0,4.0,4,5,4.5,6.0,1,0,5,5,W,B,Y,0.0,B
6222,0.09090909090909091,0.1764705882352941,0.2727272727272727,0.5294117647058824,0.5,0.375,3.0,5.0,5.0,7,7,2.0,6.333333333333333,0,1,6,6,M,B,N,0.0,B
6223,0.09090909090909091,0.47058823529411764,0.18181818181818182,0.47058823529411764,0.625,0.25,4.0,1.0,4.0,6,6,1.0,6.0,1,0,7,7,M,B,N,1.0,B
6224,0.09090909090909091,0.0,0.2727272727272727,0.3529411764705882,0.625,0.25,4.0,5.0,5.0,7,7,2.0,5.666666666666667,0,1,6,6,W,B,Y,0.0,B
6225,0.36363636363636365,0.3529411764705882,0.36363636363636365,0.4117647058823529,0.25,0.375,2.0,1.0,1.0,1,2,2.5,5.666666666666667,0,0,7,5,W,A,Y,0.0,B
6226,0.18181818181818182,0.1764705882352941,0.09090909090909091,0.4117647058823529,0.5,0.375,1.0,2.0,2.0,6,6,3.0,4.0,0,1,7,7,M,B,N,0.0,A
6231,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.3529411764705882,0.75,0.5,1.0,1.0,3.0,6,7,4.0,3.6666666666666665,1,0,6,6,W,B,N,0.0,B
6234,0.18181818181818182,0.11764705882352941,0.09090909090909091,0.29411764705882354,0.625,0.375,4.0,1.0,5.0,4,4,4.0,3.0,1,0,4,4,M,A,N,0.0,B
6240,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.4117647058823529,0.75,0.5,4.0,2.0,4.0,5,6,6.0,7.0,0,1,7,7,W,B,Y,0.0,B
6241,0.09090909090909091,0.4117647058823529,0.09090909090909091,0.3529411764705882,0.5,0.375,1.0,2.0,1.0,4,2,4.0,6.333333333333333,0,0,7,7,M,A,N,3.0,A
6247,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.3529411764705882,0.625,0.25,2.0,1.0,1.0,4,4,5.0,5.0,1,0,7,6,W,B,Y,0.0,A
6249,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.11764705882352941,0.125,0.125,4.0,1.0,2.0,2,4,2.0,5.0,0,0,7,7,M,B,N,3.0,A
6251,0.09090909090909091,0.0,0.18181818181818182,0.1764705882352941,0.25,0.125,4.0,1.0,2.0,2,4,5.0,5.0,1,0,5,5,W,B,Y,0.0,B
6252,0.09090909090909091,0.0,0.09090909090909091,0.11764705882352941,0.25,0.125,1.0,1.0,2.0,4,5,3.0,4.0,1,0,5,5,W,A,N,0.0,B
6254,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.1764705882352941,0.25,0.25,2.0,1.0,1.0,3,4,4.5,4.666666666666667,0,0,5,5,W,A,Y,2.0,A
6257,0.18181818181818182,0.058823529411764705,0.09090909090909091,0.1764705882352941,0.125,0.375,1.0,1.0,2.0,5,5,4.0,4.333333333333333,0,0,5,5,W,B,N,2.0,A
6260,0.09090909090909091,0.1764705882352941,0.2727272727272727,0.29411764705882354,0.625,0.375,1.0,1.0,1.0,5,5,5.5,5.333333333333333,1,0,6,5,M,B,N,1.0,A
6261,0.18181818181818182,0.1764705882352941,0.7272727272727273,0.23529411764705882,0.375,0.625,1.0,1.0,1.0,6,5,5.0,5.333333333333333,1,0,6,6,M,B,Y,1.0,B
6265,0.18181818181818182,0.058823529411764705,0.18181818181818182,0.3529411764705882,0.5,0.5,1.0,1.0,1.0,6,5,5.0,4.333333333333333,0,1,6,6,M,A,N,2.0,B
6269,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.29411764705882354,0.5,0.5,1.0,1.0,1.0,5,5,5.0,4.333333333333333,1,0,5,6,W,A,N,1.0,B
6270,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.29411764705882354,0.375,0.5,1.0,1.0,1.0,5,5,5.5,4.666666666666667,0,0,6,6,M,B,N,2.0,B
6273,0.18181818181818182,0.11764705882352941,0.7272727272727273,0.3529411764705882,0.5,0.5,1.0,1.0,1.0,5,6,5.5,5.333333333333333,0,0,6,5,W,B,Y,0.0,B
6275,0.18181818181818182,0.058823529411764705,0.18181818181818182,0.4117647058823529,0.5,0.125,1.0,1.0,1.0,6,6,5.0,4.333333333333333,0,0,6,6,M,B,N,1.0,B
6281,0.09090909090909091,0.0,0.18181818181818182,0.1764705882352941,0.25,0.25,3.0,1.0,2.0,6,4,4.5,3.6666666666666665,0,0,6,6,M,B,N,2.0,B
6282,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.29411764705882354,0.625,0.75,1.0,1.0,1.0,5,6,6.0,4.666666666666667,1,0,5,6,M,B,N,1.0,B
6283,0.18181818181818182,0.0,0.18181818181818182,0.29411764705882354,0.625,0.375,1.0,1.0,1.0,5,7,5.5,4.666666666666667,0,0,6,6,W,B,Y,1.0,B
6284,0.18181818181818182,0.1764705882352941,0.7272727272727273,0.29411764705882354,0.5,0.5,1.0,1.0,1.0,5,5,5.5,5.0,1,0,6,5,W,B,N,1.0,B
6286,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.3529411764705882,0.25,0.5,4.0,1.0,2.0,3,2,3.5,5.333333333333333,0,0,6,6,M,A,Y,2.0,B
6287,0.18181818181818182,0.23529411764705882,0.09090909090909091,0.3529411764705882,0.375,0.5,1.0,1.0,2.0,3,3,3.5,4.666666666666667,0,0,6,6,M,B,Y,1.0,A
6290,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.3529411764705882,0.375,0.375,4.0,1.0,2.0,4,5,4.5,4.666666666666667,0,0,6,6,M,A,Y,1.0,B
6292,0.09090909090909091,0.23529411764705882,0.18181818181818182,0.3529411764705882,0.375,0.5,2.0,1.0,1.0,4,4,4.0,4.666666666666667,0,1,5,5,W,B,Y,0.0,B
6293,0.09090909090909091,0.23529411764705882,0.18181818181818182,0.4117647058823529,0.625,0.5,3.0,2.0,3.0,4,5,4.0,4.666666666666667,1,0,6,5,M,A,N,1.0,B
6295,0.09090909090909091,0.1764705882352941,0.09090909090909091,0.4117647058823529,0.375,0.375,1.0,1.0,2.0,4,4,2.5,3.6666666666666665,0,0,6,6,M,A,N,0.0,B
6298,0.09090909090909091,0.1764705882352941,0.2727272727272727,0.3529411764705882,0.375,0.375,4.0,2.0,3.0,5,6,3.0,4.333333333333333,0,0,6,6,M,A,N,3.0,A
6301,0.09090909090909091,0.23529411764705882,0.09090909090909091,0.4117647058823529,0.75,0.5,2.0,1.0,2.0,4,5,5.0,5.666666666666667,0,0,6,6,M,A,N,0.0,B
6304,0.18181818181818182,0.11764705882352941,0.09090909090909091,0.1764705882352941,0.125,0.25,2.0,1.0,1.0,4,4,4.5,4.333333333333333,0,0,4,5,M,B,N,2.0,A
6307,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.058823529411764705,0.375,0.375,1.0,1.0,1.0,4,5,4.5,4.666666666666667,1,0,5,5,M,B,Y,3.0,A
6308,0.09090909090909091,0.0,0.18181818181818182,0.11764705882352941,0.375,0.375,1.0,1.0,1.0,4,4,5.0,5.0,0,0,5,5,W,B,Y,2.0,A
6309,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.058823529411764705,0.375,0.375,2.0,1.0,1.0,3,3,5.0,5.333333333333333,0,0,5,5,M,A,Y,3.0,A
6312,0.09090909090909091,0.11764705882352941,0.0,0.1764705882352941,0.25,0.375,1.0,1.0,2.0,4,5,4.5,4.666666666666667,1,0,5,5,M,A,N,2.0,A
6313,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.5294117647058824,0.75,0.375,3.0,2.0,3.0,3,5,3.5,3.6666666666666665,0,1,6,6,W,A,N,1.0,B
6315,0.09090909090909091,0.11764705882352941,0.0,0.11764705882352941,0.375,0.375,1.0,1.0,2.0,4,5,3.5,3.6666666666666665,1,0,5,5,M,A,N,2.0,A
6316,0.18181818181818182,0.11764705882352941,0.36363636363636365,0.11764705882352941,0.375,0.25,1.0,1.0,2.0,3,5,4.5,5.333333333333333,0,0,5,5,W,B,N,0.0,A
6317,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.11764705882352941,0.25,0.375,2.0,1.0,1.0,4,4,4.5,5.666666666666667,0,0,5,5,W,A,Y,2.0,A
6318,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.1764705882352941,0.25,0.25,2.0,1.0,1.0,3,3,4.5,5.333333333333333,0,0,5,5,W,B,N,1.0,A
6319,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.23529411764705882,0.125,0.375,3.0,1.0,2.0,3,3,4.5,5.333333333333333,0,0,5,5,W,B,N,1.0,A
6323,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.11764705882352941,0.25,0.375,1.0,1.0,1.0,4,4,4.5,4.0,1,0,5,5,M,B,Y,1.0,A
6325,0.18181818181818182,0.0,0.36363636363636365,0.1764705882352941,0.5,0.125,1.0,1.0,2.0,4,5,4.5,4.666666666666667,1,0,5,5,W,A,N,2.0,A
6329,0.09090909090909091,0.0,0.09090909090909091,0.23529411764705882,0.375,0.25,1.0,1.0,2.0,4,5,4.5,4.666666666666667,1,0,5,5,W,B,N,1.0,A
6331,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.058823529411764705,0.375,0.375,2.0,1.0,1.0,3,3,4.0,4.0,0,0,5,6,M,B,Y,3.0,A
6334,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.11764705882352941,0.375,0.25,1.0,1.0,1.0,3,3,3.5,4.333333333333333,0,0,5,5,M,B,N,0.0,A
6337,0.09090909090909091,0.0,0.09090909090909091,0.29411764705882354,0.75,0.25,1.0,1.0,2.0,3,4,4.0,5.666666666666667,0,0,6,6,W,B,N,3.0,A
6341,0.09090909090909091,0.0,0.18181818181818182,0.11764705882352941,0.5,0.375,1.0,1.0,1.0,3,3,3.0,5.666666666666667,0,0,5,5,W,B,Y,3.0,A
6342,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.23529411764705882,0.625,0.5,1.0,2.0,5.0,5,5,4.5,7.0,0,0,6,6,M,B,Y,3.0,A
6343,0.18181818181818182,0.0,0.0,0.47058823529411764,0.625,0.375,1.0,2.0,2.0,5,5,3.0,5.333333333333333,0,0,6,7,W,B,N,2.0,A
6344,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.23529411764705882,0.625,0.375,1.0,2.0,2.0,5,5,3.5,4.666666666666667,0,0,6,7,M,B,N,2.0,A
6345,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.23529411764705882,0.625,0.25,1.0,1.0,2.0,4,5,2.0,6.0,0,1,6,6,M,B,Y,2.0,B
6347,0.09090909090909091,0.0,0.09090909090909091,0.29411764705882354,0.25,0.125,2.0,1.0,2.0,4,5,3.0,4.333333333333333,0,0,6,5,M,B,Y,3.0,A
6348,0.09090909090909091,0.0,0.18181818181818182,0.29411764705882354,0.5,0.25,1.0,1.0,1.0,3,3,3.0,5.666666666666667,0,0,5,5,M,B,N,3.0,A
6349,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.23529411764705882,0.625,0.25,2.0,1.0,1.0,4,5,3.5,5.0,0,0,5,5,W,B,N,1.0,A
6351,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.3529411764705882,0.625,0.25,1.0,1.0,1.0,4,4,3.5,5.333333333333333,0,1,6,5,M,B,N,1.0,B
6357,0.09090909090909091,0.0,0.18181818181818182,0.1764705882352941,0.625,0.25,1.0,1.0,1.0,4,4,4.0,5.333333333333333,0,0,5,5,W,A,Y,2.0,A
6358,0.09090909090909091,0.0,0.2727272727272727,0.29411764705882354,0.625,0.25,2.0,1.0,1.0,4,4,4.0,5.666666666666667,0,1,6,5,W,B,N,2.0,B
6359,0.09090909090909091,0.0,0.18181818181818182,0.11764705882352941,0.625,0.375,1.0,1.0,1.0,3,3,3.5,6.0,1,0,5,5,W,B,Y,0.0,A
6360,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.29411764705882354,0.625,0.375,2.0,1.0,1.0,3,4,3.0,5.666666666666667,0,1,5,5,M,A,Y,3.0,A
6361,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.23529411764705882,0.625,0.25,1.0,1.0,1.0,5,5,3.5,6.0,0,1,5,5,M,B,Y,2.0,A
6363,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.29411764705882354,0.625,0.5,2.0,1.0,2.0,4,4,3.5,4.666666666666667,1,0,5,5,W,B,Y,3.0,B
6371,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.4117647058823529,0.625,0.5,2.0,1.0,1.0,5,5,3.0,4.666666666666667,1,0,5,5,W,B,Y,1.0,B
6372,0.18181818181818182,0.3529411764705882,0.09090909090909091,0.3529411764705882,0.375,0.375,2.0,1.0,1.0,5,6,4.5,5.0,1,0,5,5,M,A,N,2.0,A
6374,0.18181818181818182,0.0,0.36363636363636365,0.4117647058823529,0.625,0.5,4.0,1.0,1.0,3,3,4.0,6.0,0,1,7,7,W,B,N,0.0,B
6378,0.09090909090909091,0.0,0.6363636363636364,0.4117647058823529,0.625,0.5,1.0,2.0,5.0,4,4,4.0,4.0,0,1,5,4,M,B,N,1.0,B
6381,0.09090909090909091,0.11764705882352941,0.4545454545454546,0.4117647058823529,0.625,0.5,1.0,3.0,5.0,4,4,4.0,4.0,0,1,5,4,M,A,N,1.0,A
6382,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.4117647058823529,0.625,0.5,1.0,3.0,5.0,4,4,4.0,4.0,0,1,5,5,M,B,N,0.0,A
6387,0.09090909090909091,0.23529411764705882,0.4545454545454546,0.3529411764705882,0.5,0.625,2.0,2.0,5.0,4,5,5.0,5.0,0,1,6,5,M,B,N,1.0,B
6392,0.4545454545454546,0.3529411764705882,0.18181818181818182,0.29411764705882354,0.5,0.375,1.0,1.0,2.0,6,6,5.5,5.333333333333333,0,1,6,6,M,B,N,0.0,B
6394,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.29411764705882354,0.625,0.625,1.0,1.0,1.0,5,7,4.5,4.0,0,0,6,6,M,B,Y,1.0,A
6395,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.29411764705882354,0.375,0.5,2.0,1.0,1.0,7,7,5.5,4.666666666666667,0,0,5,6,M,B,N,0.0,A
6396,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.4117647058823529,0.375,0.375,1.0,1.0,2.0,5,7,4.0,4.0,0,0,5,6,W,B,N,0.0,A
6397,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.29411764705882354,0.5,0.375,1.0,1.0,1.0,4,6,4.5,4.333333333333333,0,0,6,6,M,B,Y,1.0,A
6401,0.09090909090909091,0.29411764705882354,0.18181818181818182,0.3529411764705882,0.625,0.5,3.0,2.0,4.0,6,7,4.0,4.666666666666667,0,0,5,5,M,B,N,1.0,B
6402,0.09090909090909091,0.058823529411764705,0.4545454545454546,0.29411764705882354,0.75,0.5,3.0,1.0,3.0,4,4,3.0,3.6666666666666665,0,0,5,5,M,A,Y,1.0,B
6403,0.2727272727272727,0.0,0.36363636363636365,0.3529411764705882,0.625,0.375,3.0,1.0,3.0,4,6,4.0,4.666666666666667,0,0,5,6,W,B,N,1.0,A
6409,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.11764705882352941,0.75,0.375,2.0,1.0,1.0,4,4,4.5,4.333333333333333,1,0,4,4,W,B,Y,0.0,A
